,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
2875,01-02-2022,190.9,2.8,25.1,89.8,3.8,90.6,7.4,73.5,19,68.3,16.8,11.7,359.6,125.9,33,56.3,30.9,241.4,81,507.9,3.6,7.7,2,295.7,2.3,96,,123.8,275.8,2.1,316.9,212.7,,325.1,40.5,125.4,3873
2876,02-02-2022,193.6,2.7,25,89.2,4.3,92.1,7.6,73.4,19.5,68.8,16.5,12.3,351.9,125.6,35.3,60.1,30.4,244.1,80.8,516.5,3.6,7.4,2,300.6,2.2,95.8,,126.1,280,1.9,319.3,212.2,,327.6,43.4,121.7,3901.1999999999994
2877,03-02-2022,171,2.8,26.1,84.9,4.4,93.1,7.6,76.1,19.7,70.6,17.9,12,358.3,119,35.5,63.2,32.8,242.2,80.8,510.8,3.6,7.6,2,296.4,2.3,96,,119.8,278.3,2,320.6,212.6,,289.1,43.3,123.8,3833.8000000000006
2878,04-02-2022,171.9,2.6,23.8,62.3,4.5,87.5,7.6,77.4,19.7,66.6,19.1,11.9,366.7,125.8,35.4,63.7,23.2,241.3,78.3,514.9,3.2,7.5,1.7,299.1,2.2,96.2,,124.8,282.1,1.9,323.7,211.6,,304,43.8,109.9,3823.500000000001
2879,05-02-2022,193.9,2.3,21.2,80.2,4,91.8,7.5,72.7,19.7,69.9,16.7,11.8,354.1,128.8,34.5,60.7,29.4,243.9,75.2,510.7,3.2,7,1.8,300.9,2.5,96.5,,121.5,277,2.2,327.8,211.7,,317.1,43.1,108.1,3857.2
2880,06-02-2022,199.7,2.4,22.8,85.7,3.7,92.1,7.1,67.5,19.2,69.5,17.8,10.8,340.7,114.9,32.8,59.1,29.7,229.9,67.9,502.3,3.2,7.5,1.8,300,2.4,100.9,,112.2,276.4,1.4,296.3,204.5,,311.3,39.5,104.5,3744.7
2881,07-02-2022,200.1,2.5,25,85,4,93.1,7.3,69.2,19.7,69.1,17.6,11.9,354.8,123.4,33.8,59.8,29.9,246.1,76.7,518.7,3.6,7.7,1.9,300.5,2.8,102.7,,116.8,278.9,1.9,316.5,212.5,,315.7,41.2,113.1,3870.999999999999
2882,08-02-2022,199.6,2.5,25.7,84.4,4.1,94.2,7.6,69.6,19.9,70.2,17.9,12,363.7,125.4,33.8,61.3,29.6,249.8,79,528.2,3.6,7.7,2.1,303.1,2.8,104.7,,116.9,282.8,2,328.1,217.4,,315.9,42,117.2,3932.7
2883,09-02-2022,202.9,2.5,25.9,84,3.9,94.3,7.8,69,19.9,69,18.8,12,357.8,120.3,34.8,61.3,29.9,250.6,79.5,517.5,3.6,7.7,2,299.6,2.4,108.5,,118.2,266.6,1.9,327.2,217.9,,308.6,44.4,117.8,3896
2884,10-02-2022,201,2.6,25.8,80.3,3.7,86.8,7.7,67.8,19.9,68.5,19.4,12,354.9,124.8,33.9,60.1,28.6,249.2,79.2,527.7,3.7,7.5,2,292.5,2.5,109.3,,118.5,272.8,1.9,330,218.3,,305.8,42.1,117.3,3885.8000000000006
2885,11-02-2022,199.4,2.5,25.3,82.1,3.7,91,7.5,69.3,19.8,70.5,17.5,12.4,359.7,125.9,33.8,61.7,29.6,248.2,78.3,521.8,3.5,7.4,1.8,293.3,2.4,108.4,,120.5,278.7,1.9,319,219.3,,306,42.4,116.7,3888.8
2886,12-02-2022,190.9,2.4,24.9,81.6,3.5,90.3,7.5,64.1,19.7,70.2,17,12.1,357.6,125.9,33,59.4,29.6,250.1,77.8,528.2,3.3,7.4,1.8,294.8,2.4,107.9,,120.3,276.8,1.8,312,215.2,,308.3,40.7,115.9,3862.2
2887,13-02-2022,197.5,2.4,23.6,82.9,3.1,92.6,7.1,61.5,19.3,70.3,17.2,11.4,350.5,114.5,29.7,57.5,29.8,237.2,71.9,516.2,3.4,7,1.9,293.8,2.5,107.1,,110.6,274.3,1.5,284.9,213.5,,308.2,38.9,109.8,3761.1
2888,14-02-2022,194.1,2.5,25.1,82.4,3.5,92.3,7.3,65.1,19.6,68.4,17.4,10.7,362.3,126.2,32.4,60.1,29.3,250.6,79.7,525.4,3.4,7.2,2,293.4,2.6,107.7,,124.5,277.1,1.8,307.5,218,,315.1,32.3,117.3,3871.6
2889,15-02-2022,189.7,2.6,25.5,80.9,3.4,95.4,7.5,65.4,19.7,68.1,19.5,12.1,363.1,130.4,33.2,59.8,28.7,255.8,81,535.5,3.5,7.1,2.1,293.1,2.6,108.2,,126.3,280,1.7,317.7,220.7,,312.3,37.9,120.6,3918.500000000001
2890,16-02-2022,203,2.6,25.5,82.9,3.3,96.2,7.8,65.6,19.9,70.3,19.6,12.4,359.1,131.8,34.4,60.6,27.3,256.2,80.7,536,3.5,7.2,2.2,293.5,2.5,107.7,,130,281.7,1.8,323.2,220.7,,311.8,40.3,121.5,3950.2
2891,17-02-2022,202.9,2.6,25.3,83.8,3.3,95.5,7.8,64.3,20,71.5,17.8,12.4,362.3,131.4,33.9,59,28.6,256.3,80.6,530.4,3.4,7,2,294.3,2.5,110.9,,131.2,279.3,1.8,326.2,216,,307.3,40,122.4,3941.3000000000006
2892,18-02-2022,204,2.6,25.8,80.6,3.4,95.7,7.8,65.6,19.7,70.3,19.5,12.4,367.5,131.8,34.2,62,28.3,256.4,81,530.7,3.4,7.1,2,293.4,2.5,109.4,,137.4,280.3,1.9,331.9,222.4,,309.6,40.5,122.5,3971.2
2893,19-02-2022,201.5,2.6,25.6,81.4,3.2,96.1,7.8,61,19.9,68.9,19.5,12,368.7,130.2,33.8,59.7,31.2,257.5,80.5,533.8,3.3,7.1,2,287.5,2.3,112,,138.2,278.5,1.8,311.9,221.8,,315.2,39.4,121.3,3944.8
2894,20-02-2022,200.2,2.5,22.8,82.4,3,94.7,7.3,59.4,19.5,68.9,18.4,11.1,354.4,118.2,28.7,56.1,28,245,75.4,519.5,3.3,7.2,1.8,284.4,2.3,109.3,,124.7,273.1,1.5,304.5,217.2,,298.1,36.5,112.4,3798.9
2895,21-02-2022,205.7,2.2,22.9,84.4,3.3,97.5,7.5,61.4,19.5,70.3,18.3,11.8,364.6,129.2,32.6,56.2,29.7,257.4,82.9,529.6,3,7.2,1.8,288.3,2.3,109.2,,134.1,277,1.8,332.9,225.1,,306,39.3,109.5,3932.3
2896,22-02-2022,207.3,2.3,25.7,84.2,1.6,99.1,7.8,63.2,19.9,70.5,19.4,12.1,374,127.4,33.9,58.6,29.2,265.1,83.7,539.8,3.3,7.2,1.7,292.8,2.4,115.3,,126.2,269.9,1.6,345.4,229.5,,307.5,39,124.1,3998.6999999999994
2897,23-02-2022,212.4,2.6,25.7,84.5,2.4,100,7.8,65.1,20,70.7,17.4,12.4,367.6,126.1,33,35.4,27.6,265.3,82.6,542.7,3.4,7.4,1.8,295.8,2.6,115,,126.8,282.6,2,339.6,239.4,,303.6,38.5,125.4,3993.2
2898,24-02-2022,212.6,2.6,25.9,81.8,3.3,102.5,7.9,64.4,20,70.9,17,12.4,369.6,129.6,33.3,47.5,25,266.5,82.6,550.1,3.5,7.4,1.8,295.4,2.6,111.4,,139.2,281.3,2.2,340.6,248.4,,309.7,38.5,121.2,4036.7999999999993
2899,25-02-2022,210.4,2.5,23.4,79.3,3.2,103.9,7.8,65.5,19.9,69.6,17.4,12.6,376.7,129.4,33.9,54.4,23.6,267.4,83.1,547.2,3.2,6.6,1.8,295.9,2.3,109.8,,138.8,281.4,1.9,337.5,252.9,,312.4,39.5,115.7,4039
2900,26-02-2022,210.5,2.5,22.7,79.6,3.3,104.1,7.9,61.8,20,71,17.1,12.2,376.2,110.7,35,50.7,28.1,265,82.8,548.1,3.1,6.8,1.8,292.1,2.3,108.7,,117.5,275,1.9,339.4,249.3,,283.5,39.3,119.5,3957.400000000001
2901,27-02-2022,206.2,2.1,24,80.6,3,102.4,7.5,59,19.7,70.6,17,11.4,361.8,106.3,30.9,58,28.2,253.1,77.2,537.3,2.9,6.8,1.7,285.9,1.9,108.7,,123.4,273.2,1.6,314.2,243.7,,290.9,36.5,111,3866
2902,28-02-2022,209.1,2.3,24.8,81,3.2,104.4,7.6,63.1,19.7,71.5,16.5,12.2,376.3,121,33.3,57.6,28.5,265.1,82.7,552,3.1,6.8,1.9,287.4,2.2,110.1,,133.9,274.1,1.8,333.1,253.6,,294.1,38.4,118.5,3998.7
2903,01-03-2022,208.3,2.4,25,79.2,3,104.2,6.2,61,19.1,70.8,16.6,12.7,363.5,126.9,32.1,59.3,28.4,267.7,82,545.4,3,7,1.8,285,2.4,111.4,,134.3,277.5,1.9,338.8,259.4,,299.2,38,123.4,4004.999999999999
2904,02-03-2022,208.4,2.4,25.5,81,3.1,107.1,7,63.2,19.7,71.8,16.8,12.6,368.1,130.7,32.6,56.4,29.3,266.9,81.1,553.6,3,6.9,1.9,283.4,2.5,109.2,,135.6,265.1,1.9,328.6,254.5,,309.4,37.4,126.2,4010.8
2905,03-03-2022,211.5,2.3,25.7,79.9,3.2,107.1,7.9,64.9,20.1,71.3,16,12.4,377.9,127.8,33,60.4,29.5,259.4,80.4,557.3,3.2,6.7,1.7,285.2,2.4,106.9,,135.3,270.7,1.9,335.8,261.2,,312.4,38.6,129.6,4047.499999999999
2906,04-03-2022,212.4,2.3,26,81.6,3.2,107.1,7,65.3,20,71.5,17,12.7,378.3,131.3,32.7,58.6,28.1,268.2,81.2,556.1,3.2,6.9,1.7,284.9,2.4,107.8,,138.3,272.8,1.9,336.8,268.2,,312.1,38.6,131.4,4075.499999999999
2907,05-03-2022,213.4,2.4,26.1,82.6,3.1,106.5,7.8,60.4,20.1,72.7,15.6,12.8,381.5,133.1,32.6,57.5,28.2,272.8,82.9,557.9,3.4,6.7,1.6,282.1,2.4,107.1,,140.6,270.2,1.8,333.7,261.6,,307.4,38.2,133.7,4068.499999999999
2908,06-03-2022,211.5,2.3,25.3,82.4,2.9,105.8,7.4,59.9,19.8,71.1,16.2,11.7,369.5,122.2,28.6,57.8,28.6,255.7,77.1,547.6,2.8,6.4,1.3,278.5,2.2,114.7,,131.8,266.5,1.5,308.1,256.7,,309.5,35.9,125.7,3952
2909,07-03-2022,215.5,2.3,26.3,85,3.2,106.8,7.7,63.9,20.1,72.4,16.7,12.9,386.8,130.5,32.4,55.5,25.4,268.1,84.2,563.9,2.8,6.6,1.6,277.2,2.3,110.4,,129.9,269.3,1.7,315.9,263,,315.1,36.5,133.4,4052.6
2910,08-03-2022,220.2,2.3,26.5,87.9,3.1,107.3,8,65.6,20.2,76.4,16.8,13.7,394,139.2,31.8,56.2,26.6,269.5,85.2,566.2,2.9,6.7,1.5,265.3,2.4,103,,144.7,269.2,1.7,323.1,263.2,,317.5,37.9,137.3,4101.099999999999
2911,09-03-2022,222.8,2.3,28,88.5,3.1,107.4,8.1,63.3,20.5,72.7,17,13.5,390.1,141.8,31.3,54.1,27.6,276.4,86.6,559.2,3,6.7,1.8,261,2.4,102.9,,153.4,260.1,1.7,329.4,266.7,,324.5,38.1,139.4,4113.5
2912,10-03-2022,224.6,2.4,28.4,89.2,3.1,109.8,7.8,65.8,20.3,72.8,16.7,14.6,389,138.9,30.7,56,27,280,86.7,560.9,2.9,6.6,1.8,247.5,2.6,110.2,,152.4,260.7,1.7,335,269.2,,326.8,38.5,139.7,4128.700000000001
2913,11-03-2022,222.3,2.3,28.3,89,3.1,110.4,8,67,20.7,72.5,16.6,14.6,402.2,141.3,31,55.2,29,284.6,87.3,556.7,2.8,6.6,1.9,264.7,2.6,111.1,,152.6,261.3,1.7,343.2,260,,331.2,37.5,142.6,4170.400000000001
2914,12-03-2022,216.2,2.4,28.1,90.7,3.1,106.9,8.1,63.8,20.4,73.2,17.4,14.1,398.7,138,30.4,54.5,30.1,279.7,87.5,549.4,2.7,6.5,1.9,268.2,2.2,112.6,,150.1,266.6,1.5,343.9,254,,334.7,36.6,143.8,4146.299999999999
2915,13-03-2022,218.1,2.4,27.3,93,2.9,109.4,7.5,62.4,20,73.8,17.1,12.7,385.3,130.4,25.7,52.2,30.2,261.7,80.5,550.1,2.6,6.7,1.8,266.2,2.3,114.3,,147.1,263.4,1.4,311.6,256.2,,333.5,36.2,135.6,4049.3
2916,14-03-2022,215.5,2.3,26.3,85,3.2,106.8,7.7,63.9,20.1,72.4,16.7,12.9,386.8,130.5,32.4,55.5,25.4,268.1,84.2,563.9,2.8,6.6,1.6,277.2,2.3,110.4,,129.9,269.3,1.7,315.9,263,,315.1,36.5,133.4,4052.6
2917,15-03-2022,220.2,2.3,26.5,87.9,3.1,107.3,8,65.6,20.2,76.4,16.8,13.7,394,139.2,31.8,56.2,26.6,269.5,85.2,566.2,2.9,6.7,1.5,265.3,2.4,103,,144.7,269.2,1.7,323.1,263.2,,317.5,37.9,137.3,4101.099999999999
2918,16-03-2022,222.8,2.3,28,88.5,3.1,107.4,8.1,63.3,20.5,72.7,17,13.5,390.1,141.8,31.3,54.1,27.6,276.4,86.6,559.2,3,6.7,1.8,261,2.4,102.9,,153.4,260.1,1.7,329.4,266.7,,324.5,38.1,139.4,4113.5
2919,17-03-2022,224.6,2.4,28.4,89.2,3.1,109.8,7.8,65.8,20.3,72.8,16.7,14.6,389,138.9,30.7,56,27,280,86.7,560.9,2.9,6.6,1.8,247.5,2.6,110.2,,152.4,260.7,1.7,335,269.2,,326.8,38.5,139.7,4128.700000000001
2920,18-03-2022,222.3,2.3,28.3,89,3.1,110.4,8,67,20.7,72.5,16.6,14.6,402.2,141.3,31,55.2,29,284.6,87.3,556.7,2.8,6.6,1.9,264.7,2.6,111.1,,152.6,261.3,1.7,343.2,260,,331.2,37.5,142.6,4170.400000000001
2921,19-03-2022,216.2,2.4,28.1,90.7,3.1,106.9,8.1,63.8,20.4,73.2,17.4,14.1,398.7,138,30.4,54.5,30.1,279.7,87.5,549.4,2.7,6.5,1.9,268.2,2.2,112.6,,150.1,266.6,1.5,343.9,254,,334.7,36.6,143.8,4146.299999999999
2922,20-03-2022,218.1,2.4,27.3,93,2.9,109.4,7.5,62.4,20,73.8,17.1,12.7,385.3,130.4,25.7,52.2,30.2,261.7,80.5,550.1,2.6,6.7,1.8,266.2,2.3,114.3,,147.1,263.4,1.4,311.6,256.2,,333.5,36.2,135.6,4049.3
2923,21-03-2022,224.8,2.5,32,115.2,3.9,112.4,7.9,83.8,20.2,75.6,16.3,14.7,401.5,137.3,29.5,55.1,32.4,262,84.5,600.5,2.7,6.5,1.7,260.7,2.4,111.8,,151.7,262.5,1.6,343.9,261.7,,386.3,35.9,165.2,4315.7
2924,22-03-2022,217.6,2.5,32.5,117.2,3.9,114.5,7.8,83.8,20.4,75.1,16.2,13.1,400.5,140.3,30.2,51.6,31.9,255.3,87.7,605,2.6,6.6,1.7,258.4,2.5,114.2,,147.6,265.6,1.7,355.3,265.5,,383.6,36.6,175.5,4333.3
2925,23-03-2022,220.7,2.4,33.2,113.2,3.9,115,8,83.6,20.4,75.4,17,13.7,402.9,142,32,51.2,32.1,261.6,88.1,601,2.6,6.6,1.7,261.1,2.4,113.6,,153.9,254.3,1.7,357.6,265.7,,377.1,35.6,178.4,4339.000000000001
2926,24-03-2022,226.9,2.3,29.4,113.2,4,116.8,7.6,83.9,20.3,76.5,15.7,13.2,399.1,136.5,32.3,50.3,30.3,254.4,85,606.2,2.3,6.2,1.8,258.8,2.3,114.5,,149.6,245.1,1.7,357.5,262,,393.1,38.4,178.4,4324.7
2927,25-03-2022,223.1,2.4,25.9,114.5,3.9,116.6,7.9,85,18.6,76.3,16.1,14.1,409.6,132.4,32.4,53.5,28.6,255.7,84.7,601.7,2.2,5.9,1.5,259.1,2.6,115.4,,158.3,231.5,1.7,358.6,254.9,,389.8,38.5,176.4,4308.5
2928,26-03-2022,227.8,2.2,24.9,106.5,3.8,114.9,7.9,84.9,18.1,77.5,17,13.4,416,139.7,30.6,52,29.6,257.3,86.3,601.6,2.3,5.5,1.8,255.1,2.3,113.1,,126,250.8,1.6,362.8,248.4,,359.8,37.2,177.4,4265.3
2929,27-03-2022,230.7,2.2,26.6,110.7,3.5,117.2,7.5,77.4,18,75.6,17,11.4,392.1,130.7,28,46.1,31.7,245.2,80.1,583,2.1,6.1,1.5,253,2.2,112.9,,151.5,249.6,1.3,341.2,243.4,,366.8,38.2,174,4186.9
2930,28-03-2022,234.6,2.1,27.8,111.8,4,116.3,7.6,84.7,17.7,74.3,16,14.5,412.5,140.8,29.3,45.2,31.9,257.9,77.9,594.6,2.6,6.3,1.5,254.4,2.3,115.9,,155.6,251.3,1.7,364.5,251.3,,388.7,40.9,178.3,4325.7
2931,29-03-2022,221,2.3,27.8,113.5,4.2,118.3,7.7,89.1,17.7,75.7,17.4,13.3,427.8,144.2,30.7,52.1,32.4,268.5,79.7,601.7,2.7,6.5,1.7,257.9,2.3,115.2,,152.1,255.8,1.7,375.4,280,,394.9,41.3,184.6,4426.6
2932,30-03-2022,215,2.3,27.9,113.5,4.2,117.9,7.6,92.6,17.9,76.8,16,14.5,423.9,146,31.5,44.1,33.7,272.6,87.1,610.5,2.7,6.5,1.7,259.1,2.3,110.3,,152.7,255.4,1.8,370.2,276.9,,402.4,41.5,185.4,4434.299999999999
2933,31-03-2022,221.5,2.1,27.3,114.5,4.3,117.3,7.3,94.9,17.5,78.5,16.3,14.9,426.2,145.4,31,45,31.5,274.6,89.2,603.3,2.7,6.5,1.8,261.6,2.4,109.1,,152.9,254.4,1.7,372.5,277.6,,409.3,41.1,186.3,4451.900000000001
2934,01-04-2022,234.5,2.2,27.7,115.3,4.3,120.4,7,93.2,18.2,76.2,15.6,14.8,417.2,143.5,31.3,47.8,31.2,276.2,89,590.6,2.7,6.4,1.9,259.8,2.4,111.2,,156.2,243.4,1.7,368.9,274,,416.6,39.3,184.4,4434.400000000001
2935,02-04-2022,228.8,2.3,26.2,115.2,4.3,120.8,7.3,89.7,19.1,75.8,15.8,14.3,417.9,138.1,31.4,49.6,34.8,252.7,85.8,586.1,2.7,6.3,1.9,260.6,2.4,122.1,,148.8,246.8,1.6,368.6,264.5,,396.4,40.2,183.9,4371.799999999999
2936,03-04-2022,214.5,2.1,25.2,111,4,121.2,7,87.3,19.4,77.3,16.9,13.2,405.8,125.3,28.9,45,35,245.1,78.2,583.3,2.6,6,1.6,255,2.3,123.8,,143.9,245.2,1.4,342.7,256.4,,390.5,37.1,171.4,4234.2
2937,04-04-2022,220.8,2.2,23.8,114.4,4.5,123.3,7.5,94.5,18.4,77.4,17.1,14.6,424.5,139.2,31.7,46.5,33.9,271.5,85,611.1,2.6,5.1,1.7,257.8,2.2,108.5,,149.5,249.4,1.7,363.1,265.7,,397.5,39.8,178.1,4393.700000000001
2938,05-04-2022,218.7,2.3,26.3,110.1,4.6,125.8,7.9,95.7,19.6,79.5,15.5,14.4,430.6,141.7,31.2,46.8,34.7,270.9,86,623.3,2.7,5.8,1.7,262.7,2.4,109.3,,142.2,253.7,1.8,367.1,266,,395.7,40.6,185,4431.5
2939,06-04-2022,205.9,2.4,26.8,112.7,4.6,123.4,8,97.9,20.2,80.3,16.2,14.1,428.3,138.7,32,46.8,34.1,271.3,80.4,615.4,2.6,6.2,1.8,263.8,2.2,113.5,,147.1,254.3,1.8,367.6,265.7,,405.1,37.5,185.3,4423.3
2940,07-04-2022,213.1,2.4,27.8,119.2,4.6,122.7,8,99.4,19.2,76.7,15.6,14.5,436.2,145,32.7,46.3,33.2,277.4,81.2,611.3,2.6,6.5,1.7,257.9,2.2,112.7,,161.3,249.6,1.6,372.7,267.1,,407.8,38.8,188.2,4466.5
2941,08-04-2022,217.1,2.4,27.9,118.9,4.7,124.8,8.2,101.9,20.3,80.3,15.4,14.4,445,149,32.7,50.9,34,282.9,79,612,2.5,6.4,1.8,256.9,2.2,115,,160,260.1,1.3,372.7,265,,412.5,40.9,186.6,4515.1
2942,09-04-2022,211.8,2.3,26.1,116.7,4.6,122.2,8.2,100.7,20.5,76.8,16.8,14.9,443.3,146.6,32.8,48.6,33.8,271.5,73.5,611.9,2.8,6.3,1.8,263.7,2.2,120.3,,158.9,262.9,1,360.1,253,,416.9,41.6,186.9,4471.3
2943,10-04-2022,207.4,2.3,22.9,110,4.3,120.2,7.4,98.5,20.1,75.4,17.1,13.2,419,138.2,29.4,51.8,29.8,250.1,69.8,590,2.5,5.5,1.8,269.9,2.3,125.5,,147.2,256.4,1,320.3,254.4,,407.2,39,178.2,4296.2
2944,11-04-2022,209.4,2.4,23.2,114.1,5,120.6,7.7,108.8,20.5,74.9,17.2,13.5,426.2,150.1,31.9,48.6,33.4,270.5,78.9,591.6,2.6,5.5,1.7,268.8,2.4,125.4,,158.5,263.2,1.6,339.2,252.3,,424.4,41.7,186.4,4430.799999999999
2945,12-04-2022,208.8,2.4,27.8,117.3,5.3,122.6,8,110,20.5,75,17.1,14.5,433.3,155.5,33.4,49.5,32.7,269.3,78,598.2,2.6,6.2,1.8,257,2.5,120.3,,159.3,258.5,1.8,345,254.6,,431.7,40.7,194.6,4464.8
2946,13-04-2022,209.2,2.2,28.6,121,5.5,120.5,8.1,108.8,20.1,78.8,16.7,14.7,431.7,160,33.6,46.1,32.5,262.1,76.7,594.2,2.4,5.8,1.7,261.5,1.9,117.3,,165.8,248.6,1.7,336.8,250.5,,433.2,41.9,195.6,4444.5
2947,14-04-2022,213,2.2,22.1,122.4,4.7,123.9,8,105.5,20.4,79.7,16.9,14.1,438.8,153.4,32.7,46.3,35.7,236.1,73,601,2.3,4.9,1.7,275.4,2.3,120.6,,151.5,258.7,1.7,313.2,223.3,,421.5,41.2,193.2,4369.4
2948,15-04-2022,211.6,1.5,19.8,118.8,4.6,123.7,8.1,104.7,20.2,78.5,16.2,14.1,428.6,156.7,30.7,50.1,36.6,213.2,69.6,609.8,1.9,4.7,1.5,278.1,1.7,116.9,,152.5,263,1.7,324.1,239.6,,406.6,40.7,187.1,4346
2949,16-04-2022,210.5,2,20.7,123.6,4.6,125,8,103.3,20.1,79.4,16.9,14.3,433.8,157.9,33,47.6,37,212.7,80.3,609.7,2.3,5.1,1.7,278,2.1,121.6,,161.1,265.8,1.4,335.8,243.7,,421.7,38.2,197.2,4425.4
2950,17-04-2022,200.7,2.1,21.2,125.2,4.3,123.4,7.3,101.7,19.9,78.5,16.9,13.8,418.1,147.1,30.7,50.1,36,190.5,76.2,591.4,2.4,4.7,1.7,275.9,2.1,121.1,,151.4,264.7,1.2,296.9,235.7,,422.4,39.9,186.4,4270.2
2951,18-04-2022,203.2,2.4,21.8,125,5.1,124.4,7.6,112.6,20.2,78.6,16.3,14.4,434.5,157.3,34.3,46.4,36.5,209.3,82.5,613.4,2.5,5.3,1.8,279.2,2.1,116.7,,164.4,272.4,1.5,317.1,242.3,,425.4,39.6,195.1,4420
2952,19-04-2022,205.4,2.2,27.7,120.2,5.3,122.4,7.9,115.6,19.9,80,16.2,14.7,434.8,159,35.9,44.8,35.6,207.2,84.1,619.8,2.4,5.5,1.9,282,2.3,118,,169,273.6,1.8,343.7,240.8,,417.2,40.5,196.8,4463.7
2953,20-04-2022,201.7,2,26.2,100.5,5.4,122.1,7.9,116,20.5,80.2,17.3,14.9,433.1,154.3,33.9,44.1,33.7,209.7,87.4,618.7,2.4,5.5,1.7,271.8,2.1,114,,181.2,269.2,1.7,347.8,239.7,,428.6,38.5,183.5,4426.8
2954,21-04-2022,208.4,2.3,30.1,116.2,5,121.8,7.9,112.2,20.5,80.2,17,15.6,435.1,155.3,32.6,41.3,31.9,230.5,89.6,599,2.6,5.9,1.6,261.3,2.3,112.6,,170.7,264.3,1.8,363.5,233.1,,438.8,40.4,181.3,4442.5
2955,22-04-2022,208.9,2.2,29.2,121,4.8,100,8,98.4,20.3,81.2,18.4,15.3,436.1,152.7,32,40.6,31.6,236.1,87.2,602.8,2.4,5.6,1.6,259.6,2.3,111.4,,165.9,252.6,1.8,367.9,218.7,,425.8,40,184.3,4376.200000000001
2956,23-04-2022,208.1,2.2,27.2,112.3,4.7,114.4,6.9,104.9,20.2,79.1,19.5,15.6,433,156.5,31.9,39.6,31.2,238.1,80.9,615.3,2.5,5.7,1.6,273.4,2.2,114.3,,171.5,257,1.5,361,219.3,,424.2,41.2,189.8,4416.299999999999
2957,24-04-2022,206.1,2.2,27.8,109.6,4.3,115.3,7.5,101.7,20,76.5,19,13.3,428.6,156.7,28.9,43.4,30.5,225.8,75.3,583.4,2.5,5.7,1.6,275.3,2.1,112.4,,164.6,268.5,1.5,331.1,220,,396.7,41.3,189.2,4297.299999999999
2958,25-04-2022,210.9,2.3,30.8,115.7,5.1,116.9,7.6,111.3,20.3,77.4,17.5,14.4,440.7,156.5,31.7,40.9,29.6,246.2,86.4,607.3,2.5,5.7,1.8,278.5,2.2,115.2,,173.1,257,1.8,363.4,218.6,,418.1,44.7,204.6,4466.3
2959,26-04-2022,209.5,2.2,30,123.5,5.4,118.1,7.6,113.9,20.4,77.1,17.9,13.5,440.1,157.4,31.6,39.4,28.2,246.4,90.6,615.1,2.6,5.5,1.8,280,2.4,116.1,,165.5,254.4,1.4,376.7,214.8,,419.2,43.9,209.8,4491.799999999999
2960,27-04-2022,214.3,2.3,25.4,121.3,5.6,111.6,7.6,116.6,20.4,78.5,19.5,15.1,442.8,157.8,31.5,39,30.5,260.3,92.2,625,2.3,4.9,1.9,276.9,2.3,117.5,,168.4,261.8,1.2,378.4,212.9,,421.7,45.5,207,4529.7
2961,28-04-2022,215.6,2.3,28.8,119.1,5.9,114.3,7.8,121.2,20.6,79.4,19.6,14.4,445.9,156.4,32.3,41.5,31.6,257.4,92.9,627.8,2.6,5.1,1.8,275.2,2.2,113.6,,174.1,261.4,1.7,386.6,205.6,,437.5,47.4,201.5,4560.799999999999
2962,29-04-2022,215.2,2.2,29.8,119.9,6,115.3,7.8,123.7,20.3,78.6,19.6,14,453.8,156,32.9,43.9,33.2,239.7,90.7,626.2,2.6,5.4,1.7,274,2.2,116.9,,183.7,259.8,1.7,387.8,204.6,,450.4,47,195.6,4572.000000000001
2963,30-04-2022,219,2.2,23.2,95.9,5.8,118.8,7.9,121.5,20.2,77.1,18.2,15.4,452.2,179.7,34.6,44.8,32.2,244.6,87.3,618.5,2.1,4.7,1.6,262.2,2,116.4,,205.8,271.2,1.6,385.6,214.8,,460.3,47.3,152.4,4556.9
2964,01-05-2022,207.1,2.2,25.8,104.2,5.2,118,5.8,117.7,18.7,68.8,18.8,13.8,429.3,182.7,30.7,49.7,30.8,215.9,78.8,570.5,2.2,4.8,1.7,267.8,2.1,111.7,,206.6,292,1.2,346.1,209.4,,451.1,42,130.1,4372
2965,02-05-2022,208.3,2.2,25.2,104.6,6,113.4,7,125.4,19.6,69.3,18.6,14.7,443.8,195.8,32.6,51.3,27.7,234.4,83.1,604.4,2.3,5.4,1.8,265.9,2.1,115.1,,206.6,274.6,1.3,349.3,218.1,,457.4,45.2,142.8,4484.599999999999
2966,03-05-2022,202.7,2.2,25.4,95.8,5.7,111.5,7.7,123.5,20,75.4,18.2,14.8,435.2,195,32.4,44,29.1,241.1,84.1,607.7,2.1,5.8,1.7,266.4,2.2,108.1,,211.7,270.7,1.8,364.3,206.9,,471.3,46.7,137.3,4478.3
2967,04-05-2022,200.7,2.2,27,109.2,5,110.1,7.8,118.5,20.1,74.6,19.7,15.4,436.2,175.6,31.7,47.7,29.6,234.2,84.4,607.6,2.2,5.5,1.8,265.8,2.1,109.3,,190.5,279.3,1.8,359.6,176.3,,432.7,40,151.5,4385.5
